 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   8.7378783000E-04 -7.8468324000E+01 -7.8468324763E+01  9.7297E-09
   8.9099626000E-04 -7.8457914000E+01 -7.8457912994E+01  1.2825E-08
   9.0854159000E-04 -7.8447302000E+01 -7.8447303163E+01  1.4822E-08
   9.2643042000E-04 -7.8436487000E+01 -7.8436485826E+01  1.4971E-08
   9.4466947000E-04 -7.8425462000E+01 -7.8425462981E+01  1.2508E-08
   9.6326561000E-04 -7.8414226000E+01 -7.8414225359E+01  8.1721E-09
   9.8222581000E-04 -7.8402773000E+01 -7.8402773247E+01  3.1552E-09
   1.0015572000E-03 -7.8391100000E+01 -7.8391100078E+01  9.9228E-10
   1.0212671000E-03 -7.8379203000E+01 -7.8379202844E+01  1.9940E-09
   1.0413628000E-03 -7.8367077000E+01 -7.8367077018E+01  2.2856E-10
   1.0618520000E-03 -7.8354718000E+01 -7.8354718141E+01  1.7979E-09
   1.0827423000E-03 -7.8342122000E+01 -7.8342121778E+01  2.8298E-09
   1.1040415000E-03 -7.8329284000E+01 -7.8329284237E+01  3.0247E-09
   1.1257578000E-03 -7.8316200000E+01 -7.8316199752E+01  3.1697E-09
   1.1478992000E-03 -7.8302865000E+01 -7.8302865249E+01  3.1844E-09
   1.1704741000E-03 -7.8289275000E+01 -7.8289274684E+01  4.0306E-09
   1.1934909000E-03 -7.8275425000E+01 -7.8275425548E+01  7.0032E-09
   1.2169583000E-03 -7.8261311000E+01 -7.8261310295E+01  9.0067E-09
   1.2408852000E-03 -7.8246926000E+01 -7.8246926606E+01  7.7458E-09
   1.2652805000E-03 -7.8232267000E+01 -7.8232266500E+01  6.3919E-09
   1.2901534000E-03 -7.8217328000E+01 -7.8217328545E+01  6.9635E-09
   1.3155132000E-03 -7.8202105000E+01 -7.8202104496E+01  6.4434E-09
   1.3413695000E-03 -7.8186591000E+01 -7.8186591181E+01  2.3179E-09
   1.3677320000E-03 -7.8170782000E+01 -7.8170782221E+01  2.8228E-09
   1.3946106000E-03 -7.8154673000E+01 -7.8154672693E+01  3.9345E-09
   1.4220154000E-03 -7.8138257000E+01 -7.8138257110E+01  1.4041E-09
