 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   2.1948200937E+01  5.9647992822E-02  5.9647992819E-02  4.2486E-11
   2.1955400615E+01  5.9576467347E-02  5.9576467360E-02  2.1848E-10
   2.1967043689E+01  5.9460954597E-02  5.9460954591E-02  9.5775E-11
   2.1981120191E+01  5.9321556105E-02  5.9321556108E-02  5.1922E-11
   2.1995196693E+01  5.9182437964E-02  5.9182437958E-02  9.2620E-11
   2.2006839767E+01  5.9067580785E-02  5.9067580797E-02  2.0981E-10
   2.2014039445E+01  5.8996652635E-02  5.8996652633E-02  4.0584E-11
   2.2017569819E+01  5.8961899528E-02  5.8961899526E-02  3.8810E-11
   2.2024769701E+01  5.8891077967E-02  5.8891077980E-02  2.1071E-10
   2.2036413106E+01  5.8776701805E-02  5.8776701799E-02  9.2669E-11
   2.2050490007E+01  5.8638674551E-02  5.8638674554E-02  5.1451E-11
   2.2064566908E+01  5.8500924475E-02  5.8500924470E-02  9.0027E-11
   2.2076210313E+01  5.8387196466E-02  5.8387196478E-02  2.0489E-10
   2.2083410195E+01  5.8316965471E-02  5.8316965469E-02  3.9290E-11
   2.2086940669E+01  5.8282553916E-02  5.8282553914E-02  3.9489E-11
   2.2094140754E+01  5.8212428310E-02  5.8212428322E-02  2.0387E-10
   2.2105784486E+01  5.8099175868E-02  5.8099175863E-02  9.1347E-11
   2.2119861785E+01  5.7962504301E-02  5.7962504304E-02  5.0130E-11
   2.2133939083E+01  5.7826106747E-02  5.7826106742E-02  8.7849E-11
   2.2145582816E+01  5.7713495055E-02  5.7713495067E-02  1.9834E-10
   2.2152782900E+01  5.7643953269E-02  5.7643953267E-02  3.8108E-11
   2.2156313474E+01  5.7609879371E-02  5.7609879369E-02  3.7138E-11
   2.2163513761E+01  5.7540441776E-02  5.7540441788E-02  1.9793E-10
   2.2175157819E+01  5.7428300213E-02  5.7428300208E-02  8.6758E-11
   2.2189235512E+01  5.7292968814E-02  5.7292968816E-02  4.7714E-11
   2.2203313205E+01  5.7157908268E-02  5.7157908263E-02  8.5498E-11
   2.2214957264E+01  5.7046400069E-02  5.7046400080E-02  1.9269E-10
   2.2222157550E+01  5.6977539564E-02  5.6977539562E-02  3.6948E-11
   2.2225688222E+01  5.6943799436E-02  5.6943799433E-02  3.7683E-11
   2.2232888709E+01  5.6875041926E-02  5.6875041937E-02  1.9352E-10
   2.2244533092E+01  5.6763998427E-02  5.6763998422E-02  8.6607E-11
   2.2258611177E+01  5.6629991709E-02  5.6629991711E-02  4.6824E-11
   2.2272689262E+01  5.6496252692E-02  5.6496252687E-02  8.2944E-11
   2.2284333645E+01  5.6385835185E-02  5.6385835196E-02  1.8746E-10
   2.2291534132E+01  5.6317648049E-02  5.6317648047E-02  3.5197E-11
   2.2295064902E+01  5.6284237810E-02  5.6284237809E-02  3.4125E-11
   2.2302265588E+01  5.6216152475E-02  5.6216152485E-02  1.8750E-10
   2.2313910293E+01  5.6106194250E-02  5.6106194245E-02  8.3020E-11
   2.2327988768E+01  5.5973496755E-02  5.5973496758E-02  4.6461E-11
   2.2342067242E+01  5.5841063816E-02  5.5841063812E-02  8.0752E-11
   2.2353711947E+01  5.5731724227E-02  5.5731724238E-02  1.8325E-10
   2.2360912633E+01  5.5664202563E-02  5.5664202561E-02  3.5231E-11
   2.2364443501E+01  5.5631118342E-02  5.5631118340E-02  3.4673E-11
   2.2371644385E+01  5.5563697285E-02  5.5563697295E-02  1.8085E-10
   2.2383289411E+01  5.5454811570E-02  5.5454811565E-02  7.9272E-11
   2.2397368272E+01  5.5323407872E-02  5.5323407875E-02  4.4330E-11
   2.2411447133E+01  5.5192265590E-02  5.5192265586E-02  7.8306E-11
   2.2423092159E+01  5.5083991168E-02  5.5083991178E-02  1.7617E-10
   2.2430293043E+01  5.5017127092E-02  5.5017127090E-02  3.4160E-11
   2.2433824008E+01  5.4984365025E-02  5.4984365023E-02  3.1047E-11
   2.2441025089E+01  5.4917600365E-02  5.4917600375E-02  1.7726E-10
   2.2452670432E+01  5.4809774418E-02  5.4809774413E-02  7.8447E-11
   2.2466749679E+01  5.4679649116E-02  5.4679649119E-02  4.2080E-11
   2.2480828925E+01  5.4549782096E-02  5.4549782092E-02  7.6297E-11
   2.2492474269E+01  5.4442560113E-02  5.4442560122E-02  1.7135E-10
   2.2499675350E+01  5.4376345756E-02  5.4376345754E-02  3.0557E-11
   2.2503206410E+01  5.4343901983E-02  5.4343901982E-02  2.9803E-11
   2.2510407687E+01  5.4277785854E-02  5.4277785863E-02  1.7181E-10
   2.2522053347E+01  5.4171006954E-02  5.4171006950E-02  7.6273E-11
   2.2536132976E+01  5.4042144676E-02  5.4042144679E-02  4.1319E-11
   2.2550212605E+01  5.3913537552E-02  5.3913537548E-02  7.3464E-11
   2.2561858265E+01  5.3807355300E-02  5.3807355309E-02  1.6789E-10
   2.2569059541E+01  5.3741782807E-02  5.3741782806E-02  3.1070E-11
   2.2572590698E+01  5.3709653478E-02  5.3709653476E-02  3.0781E-11
   2.2579792169E+01  5.3644178025E-02  5.3644178034E-02  1.6609E-10
   2.2591438143E+01  5.3538433473E-02  5.3538433470E-02  7.2756E-11
   2.2605518152E+01  5.3410818872E-02  5.3410818874E-02  3.9792E-11
   2.2619598161E+01  5.3283456298E-02  5.3283456294E-02  7.0720E-11
   2.2631244136E+01  5.3178301090E-02  5.3178301099E-02  1.6102E-10
   2.2638445607E+01  5.3113362618E-02  5.3113362616E-02  2.9394E-11
   2.2641976858E+01  5.3081543886E-02  5.3081543884E-02  3.1120E-11
   2.2649178523E+01  5.3016701266E-02  5.3016701275E-02  1.6355E-10
   2.2660824810E+01  5.2911978384E-02  5.2911978380E-02  7.2599E-11
   2.2674905196E+01  5.2785596133E-02  5.2785596135E-02  3.8955E-11
   2.2688985583E+01  5.2659462792E-02  5.2659462788E-02  7.0055E-11
   2.2700631870E+01  5.2555321961E-02  5.2555321969E-02  1.5706E-10
   2.2707833535E+01  5.2491009677E-02  5.2491009675E-02  3.0935E-11
   2.2711364881E+01  5.2459497703E-02  5.2459497702E-02  2.9000E-11
   2.2718566737E+01  5.2395280086E-02  5.2395280094E-02  1.5471E-10
   2.2730213335E+01  5.2291566213E-02  5.2291566210E-02  6.8656E-11
   2.2744294097E+01  5.2166401010E-02  5.2166401012E-02  3.7770E-11
   2.2758374859E+01  5.2041481601E-02  5.2041481597E-02  6.7059E-11
   2.2770021457E+01  5.1938342495E-02  5.1938342503E-02  1.5003E-10
   2.2777223314E+01  5.1874648578E-02  5.1874648577E-02  2.8867E-11
   2.2780754754E+01  5.1843439527E-02  5.1843439525E-02  2.7670E-11
   2.2787956801E+01  5.1779839092E-02  5.1779839100E-02  1.5338E-10
   2.2799603708E+01  5.1677121583E-02  5.1677121579E-02  6.8063E-11
   2.2813684843E+01  5.1553158142E-02  5.1553158144E-02  3.8624E-11
   2.2827765979E+01  5.1429437388E-02  5.1429437384E-02  6.6888E-11
   2.2839412885E+01  5.1327287373E-02  5.1327287381E-02  1.4846E-10
   2.2846614933E+01  5.1264204012E-02  5.1264204010E-02  2.9098E-11
   2.2850146466E+01  5.1233294053E-02  5.1233294052E-02  2.6338E-11
   2.2857348703E+01  5.1170302991E-02  5.1170302998E-02  1.4758E-10
   2.2868995917E+01  5.1068569217E-02  5.1068569213E-02  6.5754E-11
   2.2883077424E+01  5.0945792275E-02  5.0945792277E-02  3.5181E-11
   2.2897158930E+01  5.0823254912E-02  5.0823254909E-02  6.3459E-11
   2.2908806144E+01  5.0722081366E-02  5.0722081373E-02  1.4400E-10
   2.2916008381E+01  5.0659600757E-02  5.0659600756E-02  2.7013E-11
   2.2919540007E+01  5.0628986064E-02  5.0628986063E-02  2.9084E-11
   2.2926742433E+01  5.0566596571E-02  5.0566596578E-02  1.4370E-10
   2.2938389952E+01  5.0465833915E-02  5.0465833912E-02  6.2817E-11
   2.2952471827E+01  5.0344228222E-02  5.0344228224E-02  3.3295E-11
   2.2966553703E+01  5.0222859004E-02  5.0222859001E-02  6.1028E-11
   2.2978201221E+01  5.0122649320E-02  5.0122649327E-02  1.4129E-10
   2.2985403647E+01  5.0060763668E-02  5.0060763667E-02  3.1239E-11
   2.2988935366E+01  5.0030440420E-02  5.0030440419E-02  2.3392E-11
   2.2996137979E+01  4.9968644701E-02  4.9968644708E-02  1.3676E-10
   2.3007785801E+01  4.9868840561E-02  4.9868840558E-02  6.0321E-11
   2.3021868043E+01  4.9748390881E-02  4.9748390883E-02  3.2333E-11
   2.3035950286E+01  4.9628174575E-02  4.9628174572E-02  5.7791E-11
   2.3047598108E+01  4.9528916154E-02  4.9528916161E-02  1.3332E-10
   2.3054800721E+01  4.9467617669E-02  4.9467617668E-02  2.8422E-11
   2.3058332531E+01  4.9437582046E-02  4.9437582044E-02  2.9331E-11
   2.3065535331E+01  4.9376372313E-02  4.9376372319E-02  1.3844E-10
   2.3077183454E+01  4.9277514092E-02  4.9277514089E-02  6.2196E-11
   2.3091266061E+01  4.9158205200E-02  4.9158205202E-02  3.4046E-11
   2.3105348668E+01  4.9039126585E-02  4.9039126582E-02  5.8573E-11
   2.3116996791E+01  4.8940806839E-02  4.8940806845E-02  1.3293E-10
   2.3124199591E+01  4.8880087738E-02  4.8880087737E-02  2.4939E-11
   2.3127731492E+01  4.8850335923E-02  4.8850335921E-02  2.6497E-11
   2.3134934478E+01  4.8789704392E-02  4.8789704399E-02  1.3125E-10
   2.3146582901E+01  4.8691779506E-02  4.8691779503E-02  5.7030E-11
   2.3160665870E+01  4.8573596188E-02  4.8573596190E-02  3.1087E-11
   2.3174748839E+01  4.8455640049E-02  4.8455640046E-02  5.6481E-11
   2.3186397262E+01  4.8358246395E-02  4.8358246401E-02  1.2759E-10
   2.3193600247E+01  4.8298098898E-02  4.8298098896E-02  2.5860E-11
   2.3197132239E+01  4.8268627075E-02  4.8268627074E-02  2.3088E-11
   2.3204335409E+01  4.8208565967E-02  4.8208565973E-02  1.2800E-10
   2.3215984130E+01  4.8111561833E-02  4.8111561831E-02  5.9515E-11
   2.3230067459E+01  4.7994488880E-02  4.7994488882E-02  3.3852E-11
   2.3244150789E+01  4.7877640010E-02  4.7877640007E-02  5.6163E-11
   2.3255799510E+01  4.7781159871E-02  4.7781159877E-02  1.2483E-10
   2.3263002679E+01  4.7721576200E-02  4.7721576199E-02  2.3721E-11
   2.3266534761E+01  4.7692380558E-02  4.7692380557E-02  1.9501E-11
   2.3273738114E+01  4.7632882095E-02  4.7632882100E-02  1.2249E-10
   2.3285387131E+01  4.7536786138E-02  4.7536786136E-02  5.3341E-11
   2.3299470818E+01  4.7420808346E-02  4.7420808347E-02  2.9338E-11
   2.3313554506E+01  4.7305051541E-02  4.7305051539E-02  5.2227E-11
   2.3325203523E+01  4.7209472342E-02  4.7209472347E-02  1.1988E-10
   2.3332406876E+01  4.7150444722E-02  4.7150444721E-02  2.0377E-11
   2.3335939047E+01  4.7121521446E-02  4.7121521445E-02  2.2600E-11
   2.3343142582E+01  4.7062577851E-02  4.7062577857E-02  1.2009E-10
   2.3354791894E+01  4.6967377496E-02  4.6967377494E-02  5.1408E-11
   2.3368875937E+01  4.6852479661E-02  4.6852479662E-02  2.9815E-11
   2.3382959981E+01  4.6737799718E-02  4.6737799715E-02  5.4896E-11
   2.3394609292E+01  4.6643108883E-02  4.6643108889E-02  1.2039E-10
   2.3401812827E+01  4.6584629538E-02  4.6584629537E-02  2.3103E-11
   2.3405345088E+01  4.6555974816E-02  4.6555974815E-02  1.8133E-11
   2.3412548803E+01  4.6497578314E-02  4.6497578319E-02  1.1681E-10
   2.3424198408E+01  4.6403260985E-02  4.6403260982E-02  5.0842E-11
   2.3438282805E+01  4.6289427902E-02  4.6289427903E-02  2.8580E-11
   2.3452367203E+01  4.6175809616E-02  4.6175809613E-02  4.9630E-11
   2.3464016807E+01  4.6081994569E-02  4.6081994574E-02  1.1425E-10
   2.3471220523E+01  4.6024055721E-02  4.6024055720E-02  2.3254E-11
   2.3474752872E+01  4.5995665739E-02  4.5995665738E-02  2.2438E-11
   2.3481956767E+01  4.5937808551E-02  4.5937808556E-02  1.1161E-10
   2.3493606663E+01  4.5844361668E-02  4.5844361666E-02  4.9410E-11
   2.3507691412E+01  4.5731578127E-02  4.5731578128E-02  2.7639E-11
   2.3521776161E+01  4.5619006287E-02  4.5619006285E-02  4.8000E-11
   2.3533426057E+01  4.5526054446E-02  4.5526054451E-02  1.0865E-10
   2.3540629953E+01  4.5468648314E-02  4.5468648313E-02  1.8953E-11
   2.3544162390E+01  4.5440519257E-02  4.5440519256E-02  2.0653E-11
   2.3551366464E+01  4.5383193601E-02  4.5383193606E-02  1.1125E-10
   2.3563016649E+01  4.5290604579E-02  4.5290604576E-02  4.9858E-11
   2.3577101748E+01  4.5178855364E-02  4.5178855365E-02  2.9830E-11
   2.3591186847E+01  4.5067314752E-02  4.5067314750E-02  4.8797E-11
   2.3602837032E+01  4.4975213527E-02  4.4975213531E-02  1.0731E-10
   2.3610041107E+01  4.4918332326E-02  4.4918332325E-02  2.3550E-11
   2.3613573631E+01  4.4890460376E-02  4.4890460375E-02  1.9232E-11
   2.3620777884E+01  4.4833658465E-02  4.4833658469E-02  1.0603E-10
   2.3632428356E+01  4.4741914710E-02  4.4741914708E-02  4.5670E-11
   2.3646513803E+01  4.4631184592E-02  4.4631184593E-02  2.6249E-11
   2.3660599250E+01  4.4520659976E-02  4.4520659974E-02  4.6002E-11
   2.3672249722E+01  4.4429396767E-02  4.4429396772E-02  1.0383E-10
   2.3679453975E+01  4.4373032706E-02  4.4373032705E-02  2.4550E-11
   2.3682986586E+01  4.4345414040E-02  4.4345414039E-02  1.8206E-11
   2.3690191016E+01  4.4289128080E-02  4.4289128085E-02  1.0424E-10
   2.3701841774E+01  4.4198216987E-02  4.4198216985E-02  4.6388E-11
   2.3715927567E+01  4.4088490724E-02  4.4088490725E-02  2.5829E-11
   2.3730013359E+01  4.3978966860E-02  4.3978966858E-02  4.4312E-11
   2.3741664118E+01  4.3888529055E-02  4.3888529060E-02  1.0124E-10
   2.3748868547E+01  4.3832674332E-02  4.3832674331E-02  1.8591E-11
   2.3752401245E+01  4.3805305127E-02  4.3805305126E-02  2.0823E-11
   2.3759605850E+01  4.3749527317E-02  4.3749527321E-02  9.9683E-11
   2.3771256893E+01  4.3659436266E-02  4.3659436264E-02  4.3214E-11
   2.3785343030E+01  4.3550698597E-02  4.3550698598E-02  2.7249E-11
   2.3799429166E+01  4.3442160219E-02  4.3442160217E-02  4.3832E-11
   2.3811080209E+01  4.3352535188E-02  4.3352535192E-02  9.7699E-11
   2.3818284814E+01  4.3297181992E-02  4.3297181991E-02  2.1319E-11
   2.3821817598E+01  4.3270058416E-02  4.3270058415E-02  1.6111E-11
   2.3829022378E+01  4.3214780942E-02  4.3214780946E-02  9.5763E-11
   2.3840673703E+01  4.3125497295E-02  4.3125497293E-02  4.0603E-11
   2.3854760182E+01  4.3017732937E-02  4.3017732938E-02  2.3380E-11
   2.3868846660E+01  4.2910164758E-02  4.2910164757E-02  4.0326E-11
   2.3880497985E+01  4.2821339854E-02  4.2821339858E-02  9.2351E-11
   2.3887702765E+01  4.2766480364E-02  4.2766480363E-02  1.5555E-11
   2.3891235635E+01  4.2739598580E-02  4.2739598580E-02  1.8365E-11
   2.3898440589E+01  4.2684813617E-02  4.2684813621E-02  9.4530E-11
   2.3910092195E+01  4.2596324717E-02  4.2596324716E-02  4.1105E-11
   2.3924179013E+01  4.2489518363E-02  4.2489518364E-02  2.3869E-11
   2.3938265831E+01  4.2382905068E-02  4.2382905066E-02  3.9950E-11
   2.3949917438E+01  4.2294867618E-02  4.2294867622E-02  9.3113E-11
   2.3957122392E+01  4.2240493994E-02  4.2240493994E-02  1.4866E-11
   2.3960655346E+01  4.2213850160E-02  4.2213850159E-02  1.6514E-11
   2.3967860473E+01  4.2159549867E-02  4.2159549871E-02  8.9862E-11
   2.3979512359E+01  4.2071843031E-02  4.2071843029E-02  3.8731E-11
   2.3993599515E+01  4.1965979340E-02  4.1965979341E-02  2.1029E-11
   2.4007686671E+01  4.1860305585E-02  4.1860305584E-02  3.6465E-11
   2.4019338557E+01  4.1773042894E-02  4.1773042898E-02  8.8285E-11
   2.4026543684E+01  4.1719147284E-02  4.1719147283E-02  1.5371E-11
   2.4030076723E+01  4.1692737547E-02  4.1692737547E-02  1.6193E-11
   2.4037282021E+01  4.1638914068E-02  4.1638914072E-02  8.8895E-11
   2.4048934185E+01  4.1551976588E-02  4.1551976586E-02  3.7607E-11
   2.4063021677E+01  4.1447040189E-02  4.1447040190E-02  2.0438E-11
   2.4077109169E+01  4.1342290593E-02  4.1342290592E-02  3.5322E-11
   2.4088761333E+01  4.1255789932E-02  4.1255789936E-02  8.5479E-11
   2.4095966632E+01  4.1202364462E-02  4.1202364461E-02  2.0813E-11
   2.4099499754E+01  4.1176184961E-02  4.1176184960E-02  1.5841E-11
   2.4106705224E+01  4.1122830419E-02  4.1122830423E-02  8.3804E-11
   2.4118357664E+01  4.1036649551E-02  4.1036649549E-02  3.7086E-11
   2.4132445490E+01  4.0932625031E-02  4.0932625032E-02  2.2089E-11
   2.4146533316E+01  4.0828784175E-02  4.0828784173E-02  3.5654E-11
   2.4158185757E+01  4.0743032784E-02  4.0743032788E-02  8.2631E-11
   2.4165391226E+01  4.0690069561E-02  4.0690069561E-02  1.6595E-11
   2.4168924432E+01  4.0664116425E-02  4.0664116425E-02  1.2308E-11
   2.4176130072E+01  4.0611222924E-02  4.0611222927E-02  8.4693E-11
   2.4187782787E+01  4.0525785892E-02  4.0525785891E-02  3.5231E-11
   2.4201870945E+01  4.0422657797E-02  4.0422657798E-02  1.9759E-11
   2.4215959103E+01  4.0319710215E-02  4.0319710213E-02  3.5301E-11
   2.4227611818E+01  4.0234695295E-02  4.0234695299E-02  8.1241E-11
   2.4234817458E+01  4.0182186401E-02  4.0182186401E-02  1.7749E-11
   2.4238350747E+01  4.0156455746E-02  4.0156455745E-02  1.3506E-11
   2.4245556555E+01  4.0104015362E-02  4.0104015365E-02  7.9931E-11
   2.4257209543E+01  4.0019309349E-02  4.0019309348E-02  3.3479E-11
   2.4271298032E+01  3.9917062173E-02  3.9917062174E-02  1.9155E-11
   2.4285386520E+01  3.9814992351E-02  3.9814992350E-02  3.3908E-11
   2.4297039509E+01  3.9730701063E-02  3.9730701066E-02  7.9438E-11
   2.4304245317E+01  3.9678638555E-02  3.9678638554E-02  1.3906E-11
   2.4307778689E+01  3.9653126484E-02  3.9653126484E-02  1.7600E-11
   2.4314984665E+01  3.9601131271E-02  3.9601131274E-02  7.8453E-11
   2.4326637925E+01  3.9517143419E-02  3.9517143417E-02  3.4441E-11
   2.4340726742E+01  3.9415761605E-02  3.9415761606E-02  1.9520E-11
   2.4354815559E+01  3.9314553973E-02  3.9314553972E-02  3.3947E-11
   2.4366468819E+01  3.9230973429E-02  3.9230973432E-02  7.7218E-11
   2.4373674795E+01  3.9179349333E-02  3.9179349333E-02  1.3148E-11
   2.4377208249E+01  3.9154051937E-02  3.9154051936E-02  1.3852E-11
   2.4384414393E+01  3.9102493914E-02  3.9102493917E-02  7.5874E-11
   2.4396067923E+01  3.9019211313E-02  3.9019211312E-02  3.1165E-11
   2.4410157066E+01  3.8918679243E-02  3.8918679244E-02  1.7344E-11
   2.4424246210E+01  3.8818318172E-02  3.8818318171E-02  2.9476E-11
   2.4435899740E+01  3.8735435434E-02  3.8735435437E-02  7.3953E-11
   2.4443105883E+01  3.8684241747E-02  3.8684241746E-02  1.6502E-11
   2.4446639419E+01  3.8659155098E-02  3.8659155098E-02  1.5284E-11
   2.4453845728E+01  3.8608026258E-02  3.8608026261E-02  7.4896E-11
   2.4465499527E+01  3.8525435948E-02  3.8525435946E-02  3.5855E-11
   2.4479588995E+01  3.8425737940E-02  3.8425737941E-02  1.9075E-11
   2.4493678464E+01  3.8326207733E-02  3.8326207732E-02  3.0323E-11
   2.4505332263E+01  3.8244009808E-02  3.8244009811E-02  6.9933E-11
   2.4512538572E+01  3.8193238489E-02  3.8193238488E-02  1.5011E-11
   2.4516072189E+01  3.8168358645E-02  3.8168358644E-02  1.3293E-11
   2.4523278663E+01  3.8117650940E-02  3.8117650942E-02  7.2332E-11
   2.4534932729E+01  3.8035739901E-02  3.8035739899E-02  3.2335E-11
   2.4549022521E+01  3.7936860201E-02  3.7936860201E-02  1.8490E-11
   2.4563112312E+01  3.7838145089E-02  3.7838145087E-02  3.1384E-11
   2.4574766378E+01  3.7756618922E-02  3.7756618925E-02  7.2118E-11
   2.4581972852E+01  3.7706261894E-02  3.7706261893E-02  1.4139E-11
   2.4585506550E+01  3.7681584891E-02  3.7681584890E-02  1.0784E-11
   2.4592713189E+01  3.7631290238E-02  3.7631290240E-02  6.7405E-11
   2.4604367520E+01  3.7550045388E-02  3.7550045387E-02  2.8384E-11
   2.4618457633E+01  3.7451968165E-02  3.7451968166E-02  1.8225E-11
   2.4632547745E+01  3.7354052302E-02  3.7354052301E-02  2.7374E-11
   2.4644202077E+01  3.7273184773E-02  3.7273184776E-02  6.5631E-11
   2.4651408715E+01  3.7223233917E-02  3.7223233916E-02  1.1238E-11
   2.4654942493E+01  3.7198755773E-02  3.7198755772E-02  9.4432E-12
   2.4662149296E+01  3.7148866046E-02  3.7148866048E-02  6.7216E-11
   2.4673803891E+01  3.7068274234E-02  3.7068274233E-02  2.8124E-11
   2.4687894323E+01  3.6970983573E-02  3.6970983573E-02  1.5886E-11
   2.4701984755E+01  3.6873851023E-02  3.6873851022E-02  2.7381E-11
   2.4713639350E+01  3.6793628941E-02  3.6793628943E-02  6.5472E-11
   2.4720846153E+01  3.6744076092E-02  3.6744076091E-02  1.2751E-11
   2.4724380011E+01  3.6719792802E-02  3.6719792801E-02  9.2398E-12
   2.4731586975E+01  3.6670299829E-02  3.6670299831E-02  6.4751E-11
   2.4743241833E+01  3.6590347831E-02  3.6590347830E-02  2.6574E-11
   2.4757332583E+01  3.6493827725E-02  3.6493827726E-02  1.6422E-11
   2.4771423332E+01  3.6397462466E-02  3.6397462465E-02  2.7928E-11
   2.4783078190E+01  3.6317872560E-02  3.6317872562E-02  6.4196E-11
   2.4790285155E+01  3.6268709507E-02  3.6268709506E-02  9.8078E-12
   2.4793819092E+01  3.6244617042E-02  3.6244617041E-02  1.1236E-11
   2.4801026219E+01  3.6195512603E-02  3.6195512605E-02  6.2941E-11
   2.4812681338E+01  3.6116187113E-02  3.6116187112E-02  2.6357E-11
   2.4826772403E+01  3.6020421458E-02  3.6020421459E-02  1.7205E-11
   2.4840863468E+01  3.5924807363E-02  3.5924807362E-02  2.5193E-11
   2.4852518588E+01  3.5845836278E-02  3.5845836280E-02  6.1585E-11
   2.4859725714E+01  3.5797054756E-02  3.5797054755E-02  1.2282E-11
   2.4863259731E+01  3.5773149060E-02  3.5773149060E-02  1.2982E-11
   2.4870467017E+01  3.5724424882E-02  3.5724424884E-02  6.2267E-11
   2.4882122397E+01  3.5645712508E-02  3.5645712507E-02  2.6393E-11
   2.4896213776E+01  3.5550685093E-02  3.5550685094E-02  1.8938E-11
   2.4910305155E+01  3.5455805929E-02  3.5455805928E-02  2.5627E-11
   2.4921960535E+01  3.5377440224E-02  3.5377440226E-02  5.8936E-11
   2.4929167821E+01  3.5329031911E-02  3.5329031911E-02  9.3836E-12
   2.4932701916E+01  3.5305308904E-02  3.5305308904E-02  1.2167E-11
   2.4939909363E+01  3.5256956656E-02  3.5256956658E-02  5.9326E-11
   2.4951565001E+01  3.5178843914E-02  3.5178843913E-02  2.5090E-11
   2.4965656692E+01  3.5084538415E-02  3.5084538415E-02  1.4670E-11
   2.4979748384E+01  3.4990377832E-02  3.4990377831E-02  2.3905E-11
   2.4991404022E+01  3.4912603963E-02  3.4912603965E-02  5.9065E-11
   2.4998611468E+01  3.4864560477E-02  3.4864560477E-02  1.1133E-11
   2.5002145641E+01  3.4841016045E-02  3.4841016045E-02  1.0745E-11
   2.5009353247E+01  3.4793027334E-02  3.4793027336E-02  5.7182E-11
   2.5021009142E+01  3.4715500639E-02  3.4715500638E-02  2.3870E-11
   2.5035101144E+01  3.4621900606E-02  3.4621900607E-02  1.9555E-11
   2.5049193146E+01  3.4528442132E-02  3.4528442131E-02  2.5685E-11
   2.5060849041E+01  3.4451246456E-02  3.4451246458E-02  5.6743E-11
   2.5068056646E+01  3.4403559352E-02  3.4403559352E-02  6.9511E-12
   2.5071590897E+01  3.4380189351E-02  3.4380189350E-02  1.1997E-11
   2.5078798661E+01  3.4332555720E-02  3.4332555722E-02  5.5206E-11
   2.5090454811E+01  3.4255601379E-02  3.4255601378E-02  2.3452E-11
   2.5104547122E+01  3.4162690235E-02  3.4162690236E-02  1.6600E-11
   2.5118639433E+01  3.4069917262E-02  3.4069917261E-02  2.2218E-11
   2.5130295584E+01  3.3993286019E-02  3.3993286021E-02  5.3197E-11
   2.5137503347E+01  3.3945946778E-02  3.3945946778E-02  1.3108E-11
   2.5141037675E+01  3.3922747029E-02  3.3922747028E-02  1.1848E-11
   2.5148245596E+01  3.3875459949E-02  3.3875459951E-02  5.5558E-11
   2.5159902000E+01  3.3799064153E-02  3.3799064152E-02  2.2547E-11
   2.5173994619E+01  3.3706825176E-02  3.3706825177E-02  1.7615E-11
   2.5188087237E+01  3.3614720954E-02  3.3614720953E-02  2.1270E-11
   2.5199743642E+01  3.3538640268E-02  3.3538640270E-02  5.1554E-11
   2.5206951562E+01  3.3491640300E-02  3.3491640300E-02  8.9768E-12
   2.5210485967E+01  3.3468606587E-02  3.3468606586E-02  1.0171E-11
   2.5217694044E+01  3.3421657455E-02  3.3421657457E-02  5.3422E-11
   2.5229350701E+01  3.3345806274E-02  3.3345806274E-02  2.2094E-11
   2.5243443625E+01  3.3254222593E-02  3.3254222594E-02  1.7935E-11
   2.5257536550E+01  3.3162770218E-02  3.3162770217E-02  2.3180E-11
   2.5269193207E+01  3.3087226082E-02  3.3087226083E-02  5.2291E-11
   2.5276401284E+01  3.3040556713E-02  3.3040556713E-02  1.0390E-11
   2.5279935765E+01  3.3017684779E-02  3.3017684779E-02  9.2604E-12
   2.5287143997E+01  3.2971064909E-02  3.2971064911E-02  4.7916E-11
   2.5298800906E+01  3.2895744279E-02  3.2895744278E-02  1.8211E-11
   2.5312894134E+01  3.2804798858E-02  3.2804798859E-02  1.3266E-11
   2.5326987362E+01  3.2713981262E-02  3.2713981261E-02  1.6263E-11
   2.5338644271E+01  3.2638959534E-02  3.2638959535E-02  4.6934E-11
   2.5345852503E+01  3.2592612008E-02  3.2592612008E-02  6.5675E-12
   2.5349387061E+01  3.2569897557E-02  3.2569897557E-02  1.3182E-11
   2.5356595448E+01  3.2523598178E-02  3.2523598180E-02  5.4187E-11
   2.5368252606E+01  3.2448793894E-02  3.2448793893E-02  2.2315E-11
   2.5382346137E+01  3.2358469528E-02  3.2358469529E-02  1.6647E-11
   2.5396439667E+01  3.2268269468E-02  3.2268269467E-02  2.0238E-11
   2.5408096826E+01  3.2193755856E-02  3.2193755857E-02  4.7197E-11
   2.5415305213E+01  3.2147721323E-02  3.2147721322E-02  9.2485E-12
   2.5418839846E+01  3.2125160011E-02  3.2125160011E-02  8.5915E-12
   2.5426048386E+01  3.2079172258E-02  3.2079172259E-02  4.8362E-11
   2.5437705794E+01  3.2004869962E-02  3.2004869961E-02  1.7469E-11
   2.5451799625E+01  3.1915149258E-02  3.1915149259E-02  1.4875E-11
   2.5465893456E+01  3.1825549303E-02  3.1825549302E-02  1.7791E-11
   2.5477550863E+01  3.1751529361E-02  3.1751529363E-02  4.5134E-11
   2.5484759404E+01  3.1705798874E-02  3.1705798874E-02  6.8913E-12
